latitude,longitude
-5.8934304,37.7974361
-5.8944154,37.7996365
-5.8941076,37.8005894
-5.8923632,37.7991358
-5.8913384,37.803235
-5.8889472,37.8114335
-5.886556,37.8168991
-5.8862144,37.8199735
-5.8875808,37.8250976
-5.8879224,37.831588
-5.8903136,37.8380785
-5.8906552,37.8445689
-5.8906552,37.8507178
-5.8923632,37.8568666
-5.8940712,37.8619907
-5.8940712,37.8660899
-5.89168,37.8674563
-5.8892888,37.8681395
-5.8892888,37.8701891
-5.8886056,37.8739468
-5.8862144,37.8739468
-5.8838232,37.8756548
-5.884848,37.8777044
-5.8838232,37.8787292
-5.8814319,37.878046
-5.8793823,37.8790708
-5.8783575,37.8807788
-5.8759663,37.881462
-5.8763079,37.8838532
-5.8745999,37.886586
-5.8739167,37.8896605
-5.8742583,37.8947845
-5.8742583,37.8999086
-5.8694758,37.9040078
-5.868451,37.906399
-5.8664014,37.9091318
-5.8575198,37.9139143
-5.8509012,37.9179708
-5.8470582,37.9225824
-5.8450086,37.9269379
-5.8449097,37.9282472
-5.8447471,37.9305247
-5.8457719,37.9335991
-5.843466,37.9364173
-5.843466,37.9387231
-5.8452595,37.9451282
-5.8480777,37.9469216
-5.8511521,37.9482026
-5.8521769,37.9517894
-5.8524331,37.9566573
-5.8532017,37.9610127
-5.8529455,37.9635747
-5.8511521,37.9681864
-5.8503835,37.9712608
-5.8514083,37.9735666
-5.8544827,37.9763848
-5.8555075,37.9794593
-5.8578133,37.9850957
-5.8608878,37.990476
-5.8647308,37.9940628
-5.8680614,37.9940628
-5.8721606,37.9961124
-5.8749789,37.9986744
-5.8757475,38.0025175
-5.8744664,38.0043109
-5.8708796,38.0058481
-5.8665242,38.0061043
-5.8626144,38.0079057
-5.861144,38.0099473
-5.8611439,38.0155837
-5.8654994,38.0237822
-5.8652432,38.0258318
-5.8629374,38.0266004
-5.8614001,38.02865
-5.8611439,38.0312121
-5.8616563,38.0350551
-5.8619125,38.0394105
-5.8614001,38.0427412
-5.8626812,38.0445346
-5.8631936,38.0483776
-5.8639622,38.0509396
-5.8619125,38.0529892
-5.8619125,38.0552951
-5.8631935,38.0565761
-5.8654994,38.0583695
-5.8647308,38.0609315
-5.863706,38.0632373
-5.8603753,38.0647745
-5.8570447,38.0657993
-5.8544827,38.0683614
-5.8514083,38.071692
-5.849871,38.0739978
-5.8508959,38.0770722
-5.8539703,38.079378
-5.8565323,38.0819401
-5.8562761,38.0839897
-5.8542265,38.0850145
-5.8519207,38.0862955
-5.8521769,38.0878327
-5.8557637,38.0886013
-5.8583257,38.0898823
-5.8598629,38.0916757
-5.8596067,38.0934691
-5.8606315,38.0955188
-5.8621687,38.0975684
-5.8614001,38.0993618
-5.8631935,38.100899
-5.8614001,38.10218
-5.8593505,38.103461
-5.8578133,38.1055106
-5.8570447,38.1078165
-5.8588381,38.1096099
-5.8601191,38.1114033
-5.8593505,38.1137091
-5.8608877,38.1155025
-5.8634497,38.1162711
-5.8639621,38.1183207
-5.8631935,38.1203704
-5.8631935,38.1226762
-5.8642183,38.1244696
-5.8637059,38.1265192
-5.8626811,38.1290812
-5.8637059,38.1306184
-5.8652431,38.1318994
-5.8665241,38.1342053
-5.8678052,38.1357425
-5.8670365,38.1372797
-5.8647307,38.1377921
-5.8629373,38.1365111
-5.8601191,38.1357425
-5.8590943,38.1390731
-5.8575571,38.1403541
-5.8560199,38.1418913
-5.8565323,38.1454781
-5.8593505,38.1470154
-5.8585819,38.149065
-5.8570447,38.151627
-5.8567885,38.1534204
-5.8598629,38.1564948
-5.8606315,38.158032
-5.8606315,38.1600817
-5.8583257,38.1621313
-5.8573009,38.1646933
-5.8583257,38.1664867
-5.8603753,38.1659743
-5.8619205,38.1661585
-5.8627093,38.1664965
-5.862412,38.1694698
-5.862412,38.171622
-5.8642567,38.1740818
-5.8661015,38.1728519
-5.8685612,38.1710071
-5.8700986,38.1700847
-5.8713284,38.1688549
-5.8719433,38.1700847
-5.8719433,38.1725444
-5.870406,38.1731594
-5.8688687,38.1734668
-5.8688687,38.1743892
-5.871021,38.1768489
-5.8725583,38.1783863
-5.875018,38.180231
-5.8740956,38.1817684
-5.8728657,38.1829982
-5.8719433,38.184843
-5.871021,38.1876102
-5.8725583,38.18884
-5.8747105,38.1903774
-5.8756329,38.193452
-5.8756329,38.1962192
-5.8765553,38.2005237
-5.8796299,38.2029834
-5.8817822,38.2057506
-5.8839344,38.2051357
-5.8863941,38.2039058
-5.8870091,38.2057506
-5.8854718,38.2072879
-5.8854718,38.2091327
-5.887624,38.2094402
-5.8888539,38.2082103
-5.8894688,38.2060581
-5.8906986,38.2035983
-5.892236,38.2014461
-5.8937733,38.1999088
-5.896233,38.1989864
-5.896233,38.2005237
-5.8956181,38.2014461
-5.8974629,38.2029834
-5.8983852,38.2039058
-5.8946957,38.2045207
-5.892236,38.2057506
-5.8919285,38.2072879
-5.8937733,38.2094402
-5.896233,38.2118999
-5.8983852,38.2155894
-5.8977703,38.2180492
-5.8971641,38.2195613
-5.8977703,38.2198939
-5.90023,38.2186641
-5.9026897,38.2186641
-5.9039196,38.2214313
-5.9045345,38.2232761
-5.9066288,38.2237797
-5.9081171,38.2248268
-5.9073579,38.2256726
-5.9097178,38.2269808
-5.9120719,38.2271652
-5.9138505,38.2292615
-5.9151091,38.2304479
-5.9162391,38.2292963
-5.9157997,38.2280639
-5.9169524,38.2265206
-5.9190309,38.2284557
-5.9204753,38.2311394
-5.92163,38.23213
-5.9221265,38.2325217
-5.9243232,38.2326753
-5.9243232,38.233054
-5.9237783,38.2348714
-5.9230407,38.2360692
-5.9227187,38.237601
-5.921438,38.2377621
-5.9204124,38.2396279
-5.9215095,38.2408028
-5.9233779,38.2395015
-5.9247972,38.2395592
-5.9265405,38.2407457
-5.9259188,38.2426921
-5.9278934,38.2445582
-5.9296015,38.244996
-5.9305599,38.2458945
-5.9310231,38.2481866
-5.9291665,38.249868
-5.928419,38.2535076
-5.928398,38.2564216
-5.9286537,38.2589555
-5.9302817,38.2603609
-5.9297173,38.2618121
-5.9291761,38.2635627
-5.931969,38.2640699
-5.9327435,38.2661086
-5.9320288,38.2672143
-5.9323648,38.2691148
-5.9323084,38.2711073
-5.931075,38.27295
-5.9298409,38.2739404
-5.9298656,38.276267
-5.9285278,38.277361
-5.9256298,38.2749417
-5.9250765,38.2758861
-5.9233123,38.2778208
-5.9234288,38.2794333
-5.9248836,38.2807005
-5.9253577,38.282244
-5.9271341,38.2813344
-5.9280467,38.2827282
-5.9273902,38.28464
-5.9276106,38.286506
-5.9298616,38.2877158
-5.9313153,38.287382
-5.9327352,38.2883152
-5.9345348,38.2874862
-5.9374315,38.2878784
-5.9383671,38.2893413
-5.9371794,38.2906657
-5.9360143,38.2911838
-5.9341675,38.2904463
-5.9323561,38.2909067
-5.9315385,38.2934866
-5.930616,38.2944654
-5.9288736,38.2946263
-5.9268308,38.294004
-5.92592,38.2953859
-5.9269944,38.2973326
-5.9285848,38.2986362
-5.9285888,38.2986919
-5.9289365,38.2989237
-5.9289365,38.2993874
-5.9283569,38.3000828
-5.9284728,38.3007783
-5.9290524,38.3008942
-5.9295161,38.3015897
-5.929632,38.3027488
-5.9302115,38.3037921
-5.9311388,38.3035602
-5.9318343,38.3028648
-5.9319502,38.3013579
-5.9324139,38.3003147
-5.9333412,38.3000828
-5.9333412,38.3029807
-5.9336889,38.3036762
-5.9343844,38.3044875
-5.9355435,38.3044876
-5.9364708,38.3040239
-5.9379777,38.3047194
-5.9396005,38.3063422
-5.9404119,38.3076172
-5.9412233,38.3085445
-5.9426142,38.3091241
-5.9419187,38.3113264
-5.9408755,38.3115582
-5.9386732,38.310515
-5.9380936,38.3107469
-5.9369345,38.3115582
-5.9360072,38.3114423
-5.9355435,38.3124855
-5.9364708,38.3157311
-5.936239,38.3168902
-5.936239,38.3183971
-5.9367027,38.3194403
-5.937514,38.3202517
-5.9378618,38.3202517
-5.9385573,38.319904
-5.9391368,38.3190926
-5.9399482,38.3190926
-5.9404119,38.3194403
-5.9400641,38.3202517
-5.9390209,38.3205995
-5.9396005,38.3212949
-5.9409914,38.3215268
-5.9422665,38.3210631
-5.9433097,38.3224541
-5.9450484,38.3237291
-5.9462075,38.323961
-5.9470189,38.3245405
-5.9474826,38.326511
-5.948178,38.3276702
-5.9492213,38.3282497
-5.9502645,38.3294089
-5.9501486,38.3307998
-5.9511918,38.3306839
-5.9525827,38.3306839
-5.9531623,38.334625
-5.9539737,38.3361318
-5.9553646,38.3374069
-5.9566397,38.3378705
-5.9584943,38.3378705
-5.9596534,38.3381024
-5.960233,38.337291
-5.9600012,38.3361318
-5.9598853,38.3347409
-5.9610444,38.3341613
-5.9626672,38.3334658
-5.9642899,38.3324226
-5.9652173,38.3317271
-5.9664923,38.331843
-5.9671878,38.3325385
-5.9677673,38.3342772
-5.9679992,38.3355523
-5.9692742,38.3364796
-5.9700856,38.3391456
-5.9711288,38.3407684
-5.9732152,38.3407684
-5.9746062,38.3410002
-5.9754176,38.3420434
-5.974838,38.3427389
-5.974838,38.343898
-5.9764608,38.3442458
-5.9790109,38.3432025
-5.9816769,38.3422752
-5.9846906,38.3421593
-5.9864293,38.3415798
-5.9887476,38.3415798
-5.9893272,38.3425071
-5.9889794,38.3448253
-5.9872407,38.34923
-5.9863134,38.3510846
-5.9856179,38.3542143
-5.9859657,38.3566485
-5.9882839,38.3585031
-5.9889794,38.3597781
-5.9877044,38.3607054
-5.9871248,38.3615168
-5.986893,38.3629078
-5.9857338,38.3648783
-5.9852702,38.3662692
-5.9859657,38.3680079
-5.9866611,38.369283
-5.9872407,38.3709058
-5.9867771,38.3724126
-5.9875884,38.3735718
-5.9889794,38.3747309
-5.9902544,38.3749627
-5.9910658,38.3764696
-5.9906022,38.3777446
-5.989559,38.3777446
-5.9886317,38.3767014
-5.9883998,38.37589
-5.9872407,38.3756582
-5.9858498,38.3764696
-5.9864293,38.3773969
-5.9859657,38.3782083
-5.9850384,38.3787879
-5.9839951,38.378556
-5.9836474,38.3798311
-5.985502,38.3824971
-5.9859657,38.3842358
-5.9866611,38.3848153
-5.9879362,38.3846994
-5.9890953,38.3846994
-5.9894431,38.3857426
-5.9894431,38.3871336
-5.9892112,38.3880609
-5.9883998,38.3885246
-5.9888635,38.38922
-5.989443,38.3903792
-5.9897908,38.391886
-5.9906022,38.3925815
-5.9912977,38.3922338
-5.9918772,38.3909587
-5.9930364,38.3903792
-5.9944273,38.390611
-5.9953546,38.3910746
-5.9957024,38.3921179
-5.9939637,38.3924656
-5.9932682,38.3924656
-5.9926886,38.3929293
-5.9919931,38.3943202
-5.9912977,38.3948998
-5.9910658,38.3960589
-5.9911817,38.397334
-5.9904863,38.3975658
-5.9896749,38.3961748
-5.9887476,38.3957112
-5.988168,38.395943
-5.9873566,38.3965226
-5.9866611,38.3965226
-5.9859657,38.3957112
-5.9856179,38.394552
-5.9848065,38.3937406
-5.9846906,38.3948998
-5.9846906,38.3964066
-5.9839951,38.3971021
-5.982836,38.397218
-5.9816769,38.3966385
-5.9810973,38.3968703
-5.9816769,38.3981453
-5.9823724,38.3987249
-5.9822564,38.4001159
-5.9831837,38.4003477
-5.9837633,38.401275
-5.984111,38.4020864
-5.9843429,38.4032455
-5.9829519,38.4035933
-5.981445,38.4037092
-5.9804018,38.4040569
-5.9812132,38.4049842
-5.981561,38.4059115
-5.9823724,38.4073025
-5.9835315,38.4073025
-5.9839951,38.407998
-5.9839951,38.4085775
-5.9846906,38.4090412
-5.9866611,38.4073025
-5.9878203,38.4064911
-5.9888635,38.4069547
-5.989443,38.4085775
-5.9902544,38.4095048
-5.9903703,38.4102003
-5.9877043,38.4112435
-5.9874725,38.4122867
-5.9882839,38.41333
-5.989443,38.4136777
-5.9906022,38.4128663
-5.9919931,38.413214
-5.9937318,38.4134459
-5.994891,38.4143732
-5.996166,38.4140254
-5.9989479,38.4134459
-5.9992956,38.4135618
-5.9989479,38.4144891
-5.9984843,38.4150687
-5.997441,38.4157641
-5.9966296,38.4166914
-5.9986002,38.4171551
-6.000107,38.4169233
-6.0003648,38.4167657
-6.0015546,38.4168185
-6.0032964,38.4172217
-6.0048998,38.4173717
-6.0055111,38.416382
-6.0059148,38.4150469
-6.0073567,38.4145983
-6.0082334,38.4155538
-6.0087525,38.4171078
-6.0081527,38.4177292
-6.0068031,38.4177289
-6.0063648,38.418523
-6.0073915,38.4195477
-6.0093525,38.4195251
-6.009514,38.4207222
-6.0087643,38.421781
-6.0081068,38.4233117
-6.0077954,38.4247849
-6.0095833,38.4242904
-6.0106792,38.4236921
-6.0122018,38.4233586
-6.0132746,38.4239344
-6.0130324,38.4266738
-6.0144397,38.4268123
-6.0152126,38.4270887
-6.0160431,38.4280327
-6.0160893,38.4296327
-6.0166892,38.4312673
-6.0158356,38.4338455
-6.0147744,38.4357444
-6.0143361,38.4378277
-6.0135979,38.4401987
-6.0135979,38.4415569
-6.012179,38.4449406
-6.0106795,38.4469546
-6.0103103,38.4489227
-6.012998,38.4511104
-6.013517,38.4525379
-6.0145782,38.4541381
-6.015997,38.4554737
-6.0169314,38.456579
-6.0172889,38.4586165
-6.0189038,38.4603781
-6.0195958,38.4613451
-6.0208993,38.4622549
-6.0212337,38.4642923
-6.0219143,38.4651443
-6.0213951,38.466537
-6.0207415,38.4688391
-6.0208648,38.4690467
-6.0204154,38.4698144
-6.0201963,38.4705638
-6.0200002,38.4709211
-6.0197119,38.471117
-6.0189276,38.4713242
-6.0173244,38.4710007
-6.016321,38.4710233
-6.0160096,38.470977
-6.0157443,38.4710461
-6.0149254,38.4710803
-6.0143718,38.4710109
-6.0139796,38.4712067
-6.0137605,38.4716332
-6.0131147,38.4720826
-6.0127111,38.4731201
-6.012146,38.474146
-6.0118258,38.4753141
-6.011555,38.4758797
-6.0113356,38.4765595
-6.0112429,38.4775967
-6.0109888,38.4784149
-6.0107348,38.4787951
-6.0102732,38.4791177
-6.0096962,38.4792904
-6.0088079,38.4791058
-6.0081503,38.4787484
-6.006662,38.4783216
-6.0055081,38.4785287
-6.0045849,38.4791508
-6.0039963,38.4794387
-6.0033154,38.4799341
-6.0029922,38.4804065
-6.0021148,38.4820312
-6.0016643,38.4834486
-6.0014328,38.4855113
-6.0013632,38.4866407
-6.0013512,38.4882195
-6.0015586,38.4889456
-6.0020891,38.489787
-6.0026889,38.4902712
-6.0032771,38.4909513
-6.0043844,38.4920349
-6.0052148,38.4930262
-6.0052839,38.4935103
-6.0049713,38.4965295
-6.0045435,38.4987997
-6.0041045,38.5003554
-6.004116,38.5004936
-6.0043581,38.5010008
-6.0044271,38.5017153
-6.0048192,38.5022917
-6.0051092,38.5032385
-6.0061413,38.5050812
-6.0063354,38.5063777
-6.0071158,38.5077611
-6.0060073,38.5102217
-6.0072857,38.5114328
-6.0081604,38.5118904
-6.0085641,38.5125632
-6.008766,38.5139089
-6.0086987,38.5150716
-6.0088674,38.5151859
-6.009384,38.5160993
-6.0100223,38.517604
-6.0099971,38.5183591
-6.0094388,38.5209737
-6.0095061,38.5241361
-6.0093715,38.5272311
-6.0084295,38.5291151
-6.0082277,38.530528
-6.0074876,38.5318737
-6.0066801,38.5339595
-6.0058055,38.5357089
-6.0059705,38.5355769
-6.0058055,38.5358435
-6.0043252,38.5368527
-6.0033832,38.5377274
-6.0021721,38.5386021
-6.0012974,38.5396787
-6.00049,38.5409571
-5.9994113,38.5424441
-5.999077,38.5435139
-5.9989425,38.544725
-5.9990098,38.5453978
-5.9992789,38.5460034
-6.0000863,38.5468781
-6.0013647,38.5480892
-6.0023067,38.5484929
-6.0031814,38.549233
-6.0039888,38.5503096
-6.0041233,38.5509151
-6.0041906,38.5517225
-6.0041554,38.5517597
-6.0042619,38.5518502
-6.0043252,38.5549522
-6.0037869,38.5567688
-6.0029122,38.5580472
-6.0032487,38.5585855
-6.0037869,38.5590565
-6.0050655,38.5598062
-6.004998,38.5599985
-6.0066129,38.5611423
-6.007353,38.561546
-6.0080258,38.5616806
-6.0085641,38.5616133
-6.0086987,38.5611423
-6.0081604,38.5602676
-6.0079585,38.5591238
-6.0081604,38.5586528
-6.007824,38.5573744
-6.0081604,38.5571725
-6.008295,38.5566343
-6.008295,38.5559614
-6.0085641,38.5553559
-6.0094388,38.5554904
-6.0102462,38.5558941
-6.0108518,38.5560287
